cid,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_atoms,Number_of_halogen_atoms,Number_of_B_atoms,Number_of_Br_atoms,Number_of_Cl_atoms,Number_of_I_atoms,Number_of_F_atoms,Number_of_N_atoms,Number_of_O_atoms,Number_of_P_atoms,Number_of_S_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2
UPE,4.5535999178886414E2,3.4830000000000005,30,11,5,5,2,1,0,2.727272727272727E-1,33,2,0,1.3038719999999998E2,53,0,0,0,0,0,0,3,9,1,0,55,0,0,0,0,1.9564999999999998E2,1.447803866200554E1,9.740015858559947E-1,1.3864491877887051E1,2.5619834710743802E1,1.1421457673155274E1,2.78E2,3.11E2
UPS,3.2425099670886993E2,1.0037000000000003,21,9,4,4,0,1,0,1.9047619047619047E-1,21,2,0,8.55828E1,33,0,0,0,0,0,0,2,7,1,1,34,0,0,0,0,1.7591E2,1.1687280613607127E1,9.752040269093688E-1,1.0984446629744374E1,1.63718820861678E1,6.40582726326743,1.73E2,1.96E2
UPV,4.3832599198818207E2,2.9881999999999995,32,12,4,4,2,1,0,3.0E-1,30,2,0,1.202003E2,52,0,0,0,0,0,0,2,11,1,0,53,0,0,0,0,2.0207999999999996E2,1.2573689072373785E1,9.67954102282361E-1,1.1989964134379923E1,2.526222222222222E1,1.008E1,2.71E2,2.89E2
UR3,3.3820899426937103E2,-3.096000000000001E-1,22,11,4,4,2,2,0,1.7391304347826086E-1,23,2,0,8.728770000000002E1,37,0,0,0,0,0,0,2,9,1,0,38,0,0,0,0,1.7592E2,1.2285150595059147E1,9.693122656102751E-1,1.167408969319548E1,1.8340264650283554E1,6.857142857142857,1.93E2,2.16E2
US1,3.2425099670886993E2,1.1742000000000004,19,9,4,4,2,0,0,1.9047619047619047E-1,21,2,0,8.54455E1,33,0,0,0,0,0,0,2,7,1,1,34,0,0,0,0,1.8512E2,1.1560728096633392E1,9.728752105475181E-1,1.088305341866734E1,1.63718820861678E1,6.40582726326743,1.73E2,1.96E2
US2,3.542769960165024E2,1.6229,22,10,4,4,2,1,0,2.1739130434782608E-1,23,2,0,9.251329999999999E1,37,0,0,0,0,0,0,2,8,1,1,38,0,0,0,0,1.9185E2,1.2815968137776055E1,9.698587292129153E-1,1.221426281142698E1,1.8340264650283554E1,7.26643598615917,1.93E2,2.1E2
USM,3.542769960165024E2,1.5917,22,10,4,4,2,1,0,2.1739130434782608E-1,23,2,0,9.31903E1,37,0,0,0,0,0,0,2,8,1,1,38,0,0,0,0,1.9185E2,1.0733388072751696E1,9.505215840051693E-1,1.029210346547304E1,1.8340264650283554E1,7.26643598615917,1.93E2,2.12E2
UTP,4.841399940252304E2,-1.1354000000000006,26,16,7,7,4,2,0,2.6666666666666666E-1,30,2,0,1.0478870000000002E2,44,0,0,0,0,0,0,2,15,3,0,45,0,0,0,0,3.0512E2,1.0160969655201102E1,9.757190734034767E-1,9.413827024778643,2.526222222222222E1,9.240380262562246,2.27E2,2.6E2
UY1,3.3820899426937103E2,1.4352999999999994,24,11,4,4,2,1,0,2.1739130434782608E-1,23,2,0,8.038170000000002E1,37,0,0,0,0,0,0,2,9,1,0,38,0,0,0,0,1.7945E2,9.288964526151561,9.694216812796327E-1,8.581964902920436,1.8340264650283554E1,7.26643598615917,1.95E2,2.16E2
UZL,2.5724599492549896E2,2.1101,22,8,3,2,0,2,0,1.5789473684210525E-1,19,2,0,7.69204E1,33,0,0,0,0,0,0,3,5,0,0,34,0,0,0,0,1.1983E2,9.154748481064397,9.700925753476779E-1,8.436984380365313,1.4409972299168976E1,5.969821673525377,1.71E2,1.84E2
UZR,3.5020399487018585E2,3.0569999999999986E-1,20,11,5,5,2,1,0,2.0833333333333334E-1,24,2,0,8.76357E1,36,0,0,0,0,0,0,5,8,1,0,37,0,0,0,0,2.0276E2,1.1849839949369509E1,9.73358983223605E-1,1.117417227724635E1,1.932638888888889E1,7.92,1.85E2,2.12E2
VC7,3.61250994682312E2,1.9953,26,11,5,4,1,2,0,1.5384615384615385E-1,26,3,0,9.769810000000001E1,40,0,0,0,0,0,0,5,7,1,0,42,0,0,0,0,1.9562E2,1.0877235024852201E1,9.711209029601495E-1,1.0200701160583044E1,1.8781065088757398E1,6.9575,2.14E2,2.42E2
VKJ,6.49552987575531E2,5.5070000000000014,39,14,8,8,2,4,0,1.1320754716981132E-1,53,3,0,1.9572710000000006E2,74,0,0,0,0,0,0,5,10,1,0,81,0,0,0,0,2.4797999999999996E2,1.1944722832285064E1,9.714988133782243E-1,1.1295149173419258E1,3.316126735493058E1,1.2646247641167077E1,4.18E2,5.05E2
XPB,4.944009917974472E2,5.0076,34,14,4,3,2,1,0,2.702702702702703E-1,37,4,0,1.4117520000000002E2,57,0,0,0,0,0,0,6,8,1,0,60,0,0,0,0,2.205E2,1.2928598228654403E1,9.73144793695196E-1,1.2285379845235898E1,2.704601899196494E1,1.2029903880384479E1,3.03E2,3.35E2
XSX,4.242789925336838E2,1.0258999999999996,27,13,5,5,3,2,0,2.7586206896551724E-1,29,2,0,1.0954270000000001E2,47,0,0,0,0,0,0,3,11,1,0,48,0,0,0,0,2.4368999999999997E2,1.1993582593125325E1,9.680538596751724E-1,1.1389375315490954E1,2.4271105826397147E1,9.871281773931855,2.48E2,2.81E2
XUA,4.242119941711426E2,2.2299999999999995,25,11,4,3,2,1,0,1.9230769230769232E-1,26,3,0,9.458590000000002E1,40,0,0,0,0,0,0,5,6,1,0,42,0,0,0,0,1.8131E2,1.1468109009765616E1,9.999498660045012E-1,1.0468683980716683E1,1.8781065088757398E1,7.3188691650230115,2.12E2,2.33E2
XUG,4.4021099376678467E2,1.6145,25,11,5,4,2,1,0,1.8518518518518517E-1,27,3,0,9.73173E1,41,0,0,0,0,0,0,5,7,1,0,43,0,0,0,0,2.0128E2,1.0405410048387246E1,9.999611842812632E-1,9.405813957535049,1.9753086419753085E1,7.552647233789411,2.18E2,2.42E2
Y,4.513759925365448E2,3.9749999999999996,31,12,5,5,2,2,0,2.3529411764705882E-1,34,3,0,1.3229109999999997E2,53,0,0,0,0,0,0,5,7,1,0,56,0,0,0,0,1.8754999999999998E2,1.3222414576935028E1,9.721829417766281E-1,1.2600747358076E1,2.4134948096885815E1,1.0508121615993335E1,2.82E2,3.19E2
ZDU,3.6527899408340454E2,2.6270999999999995,26,9,5,4,2,1,0,2.8E-1,25,2,0,1.0443380000000002E2,44,0,0,0,0,0,0,3,8,1,0,45,0,0,0,0,1.9419E2,1.1426573470079244E1,9.69513731829869E-1,1.0785880998830853E1,2.03136E1,8.589506172839506,2.3E2,2.52E2
ZJS,4.153429934978485E2,3.5735,31,12,5,5,2,2,0,2.3333333333333334E-1,30,3,0,1.2175110000000002E2,50,0,0,0,0,0,0,5,7,1,0,52,0,0,0,0,1.8754999999999998E2,1.65897875779136E1,9.720344310484172E-1,1.6067078128107234E1,2.268E1,9.427685950413224,2.62E2,2.82E2
ZXW,6.513809938430786E2,3.9112000000000022,42,21,8,6,3,2,0,3.5714285714285715E-1,42,3,0,1.596222E2,64,0,0,0,0,0,0,7,14,3,1,66,0,0,0,0,3.931E2,1.1298114344493664E1,9.73745177007488E-1,1.0602742289533088E1,3.448979591836735E1,1.418896447467876E1,3.32E2,3.68E2
